	id	sentence1	sentence2	similarity
885	27d30f5c35331bf8882664c03	A man is speaking on a phone.	A panda bear is chewing on a stick.	0.0
7766	67bad25f5bffa875e88e8138f	A woman drives a golf cart.	A man riding a cart.	1.8
7053	9ca124d71b4f28842c024cb3f	Manchester United slashes price for US IPO	Manchester United Reveal Share Price Details	2.4
6973	f72b2827693cded50a061e036	"Former South African Archbishop Desmond Tutu said Sunday he did not see what ""all the fuss"" was over appointing a gay bishop, but urged homosexual clergy to remain celibate."	South Africa's Nobel laureate Archbishop Desmond Tutu says he does not understand all the fuss about appointing a gay bishop, but he has urged homosexual clergy to remain celibate.	4.5
1063	f0eca35c00402e0ada9abf387	A striped cat laying down on a bag of cat litter.	Domestic cat laying on back of cat litter.	3.8
5730	cace92274c6dc1fb345c88ae7	Hong Kong officials resume work as protests thin	Hong Kong student leaders mull protest retreat	2.0
8429	22279adf4ea90cbe4e047abe7	East Timor votes in presidential election	Venezuelans urged to vote in presidential election	1.0
43	042cc7992c816e6505a57e232	A person is slicing a tomato.	A person is slicing some meat.	1.75
3411	4c246034eb43278338513578c	Stanford (51-17) and Rice (57-12) will play for the national championship tonight.	Rice (57-12) and Stanford (51-17) will meet in a winner-take-all matchup at 6:05 p.m. Monday.	3.5
4033	0918ba8daa5f5d9b7e44f5350	Air Force Instructor Faces Sentencing for Rape	Women testify at Air Force instructor's sentencing	1.8
426	76cf17a0799b828b4ae462cfd	A man sharpens a pencil using a knife.	A woman is dancing in the rain.	0.0
4476	6372b074ada1bf015f2f6d66e	China stock index futures close higher -- Dec. 4	China stock index futures close lower -- Jan. 24	2.2
7788	1ba06c362561310bda721ad41	A man eats popcorn while watching cartoons late one night.	A man and a girl are watching cartoons at home	2.8
5102	2e6e2719e8d87fd349ffba829	East Ukraine Separatists Ask to Join Russia	Crimean Parliament Votes to Join Russia	2.8
6239	02b8256e0cb03f51c74b9bafe	Two dogs are running on the grass in front of the trees.	A brown dog is running on the grass in front of some trees.	2.8
3409	cc6478caff6e056e07a8d2243	Unit volumes also set a record as notebooks accounted for more than 40 percent of sales.	In May 2002, LCDs accounted for only 22 percent of monitor sales.	1.2
6946	7151409328add69604d8f631a	The helicopter burst into flames upon impact, according to the Mohave County Sheriff's Office.	The helicopter was owned by Las Vegas-based Sundance Helicopters Inc., according to the sheriff's office.	2.0
398	39d10204fa67cf3ebb9de8603	Paper is being cut with scissors.	A piece of paper is being cut.	4.0
2066	8c93143e4016c3dd2158b8a45	And yet, the Titanic story is the one that holds up to scrutiny of the evidence.	The new study shows that the Titanic story does not stand up to scrutiny imo.	1.6
716	ae894ce04560e81dcdb423a5b	A man is firing a shot gun.	A man shoots a shotgun.	5.0
2219	e7fe5b9e1e71651296cbfebb3	Yes, they are both different.	Opinions are different.	1.2
1313	c7a3bd9272ff5d1f20bf96f74	A woman wearing a navy dress is cutting a cake on a white table.	A person wearing a helmet sits on a bicycle on a sunny day.	0.4
2383	e4f9286f72faced26e2663faf	fix?: Islam itself is not political.	Islam has always been political.	1.2
3058	03f29321041fb557c7b11354c	Mayor Joe T. Parker said late Thursday that the three workers were two men and a woman who were inside the building when the first blast occurred.	The missing workers, two men and a woman, were inside the building when the first blast occurred, Mayor Joe T. Parker said.	4.4
8510	1005b551f39b4f77963e2b539	Bomb blast kills 10 in southwest Pakistan	Major quake kills 39 in Pakistan	1.0
3571	30d04c94d1af361839418a981	the cfe is very important for european security. 	the cfe is a cornerstone of european security.	5.0
4868	7cd30b0f381a93c4f9bcf0213	Strong earthquake in western China kills 47 people	Strong earthquake in western China kills at least 75	3.0
6457	d6327dc172e0ccf2de9ea8514	I can only think of context using insofar as or insofar that.	The form insofar is American English; the standard form in British and other English is 'in so far'.	1.8
5460	602f484e65604e6333f87a5e4	Israel frees Palestinian prisoners	Israel releases 26 Palestinian prisoners	4.6
5265	550bf889c1a73f04eff62335e	Supreme Court takes on affirmative action in Michigan ban case	Supreme Court to hear Michigan affirmative action case	4.4
160	b459cb9b9a63201281f6b4e80	A person is surfing a large wave.	A person is surfing.	3.6
5436	6db0eb96a0158e65eaa3359b5	D.C. Votes to Decriminalize Marijuana	DC votes to decriminalize pot	5.0
1259	794ee6fb9c533af9f76827a94	Two young people are sitting at a table next to a sliding glass door, with one person pointing at the other.	Two people sit facing each other at a table as one points at the other.	4.2
4316	604390191b232990d349e7c9d	China yuan weakens to 6.3282 against USD Monday	China yuan retreats to 6.2697 against USD Thursday	2.8
3172	17f7638ed41ffb6275d67ebc9	Albertsons and Kroger's Ralphs chain locked out their workers in response.	Kroger's Ralphs chain and Albertsons immediately locked out their grocery workers in a show of solidarity.	4.0
1311	f3295ba31a8c9e175d2b13eab	The television and desk of hotel room with lamp lighting.	A television and a laptop computer are on in a hotel room.	2.6
3238	d439c758fe9f8ea8264aa39d0	The broader Standard & Poor's 500 Index <.SPX> was 0.46 points lower, or 0.05 percent, at 997.02.	The technology-laced Nasdaq Composite Index .IXIC was up 7.42 points, or 0.45 percent, at 1,653.44.	0.889
2710	5fc3b77f75894966d3629c90a	Annika Sorenstam gets her first opportunity to test that objective this week at the McDonald's LPGA Championship.	The appetizer devoured, Annika Sorenstam moves on to the entree this week at the McDonald's LPGA Championship.	3.0
6025	9aa07db7a4e5b5c2dfdf3d1b1	World news headlines displayed on a large screen.	A man dressed for a race relaxes.	0.0
3124	823163a1b5c522e67043cfa6d	Before it was removed, the site listed in broken English the rules for hackers who might participate.	Organizers established a Web site, http://defacerschallenge.com, listing in broken English the rules for hackers who might participate.	3.0
7666	d51ac3793d4334c25adfdb6cf	Three children playing on a floor with toys.	Three children sitting in floor playing with several toys.	4.2
2174	be8d50f9d2747802c39055cc0	If you haven't made any claims, then just say so.	I haven't made any claims.	2.4
2858	cf634b92adea9ff7993889104	He also could be barred permanently from the securities industry.	Young faces a fine, suspension or being permanently barred from the securities industry.	3.333
5796	cdd12209ddbd44a58b4ffeea6	The man is riding a horse.	A woman is using a hoe.	0.0
5853	dd9e8731261ce4503c86c7e55	A woman is chopping onion.	A man is doing a card trick.	0.0
5517	e70cb5629d9e9458754289563	US delays missile test as tensions rise	William Hague: US decision to halt missile test 'sensible'	3.4
6070	456c23f29f55f876b2d2e6c96	Young baby girl sitting on table.	A woman with a smiling baby sitting on the table.	1.6
7154	50597c2dc15a8bcd40cb4ee9e	One dead in Philadelphia building collapse, others pulled from rubble	Six confirmed dead after Philadelphia building collapse	3.2
2285	700fcb2ded66160b89c120da5	Morals have absolutely nothing to do with it !	and morals and honesty have everything to do with it.	2.0
4908	afd803cdd9f37cf8aeebe6923	RF FM urges Syrian opposition to assist in immediate release of all foreigners captured in Syria	S Korea opposition candidate closes poll gap	0.6
5097	028a3abdfd9d3c97ed5f19bf4	38 killed in rains, flash floods in Pakistan	Three killed in Brazil stadium collapse	0.4
7516	c1d516467c4c7fe048a5cd1e9	Red and white bus driving down road.	A bus drives down a busy road.	3.6
5654	d0cd929a072da0b9f46461910	U.S., EU Widen Sanctions On Russia	U.S., EU Boost Sanctions On Russia	5.0
7382	105d7aa0aa352a0a7af78a2ed	A woman is stabbing a potato with a fork.	A woman is puncturing a potato with a fork.	5.0
6113	0398c452b8d674289ae631947	A group of people having a meal outside.	A group of people eat at a table outside.	4.2
1909	b679083a14222d5a25a8d86ee	A man jumps off of one rooftop onto another.	A young man jumps from one balcony to another.	2.8
4688	39c3e2e3e5be95c2e7a0eaf91	Egypt's Brotherhood as Beleaguered as Its Leader	Egypt's Muslim Brotherhood Set for Mass March	1.8
3440	eb446b0a8adce9e650ed801b5	Hotly contested legislation that would change the state's takeover law and help a Michigan-based development company fend off a takeover cleared the state Senate on Thursday.	Legislation that would change state takeover law and help Bloomfield Hills-based Taubman Centers Inc. fend off a $1-billion takeover won committee approval Tuesday.	2.75
5338	91c5af87ec9350f87d9cee0a3	Indian rape accused face verdicts	Indian rape accused found guilty	3.8
3641	cbd01cb1b934f5ee367411d79	brazil's strategic affairs minister roberto mangabeira unger stated brazil's new national defense plan calls for establishing partnerships with countries including russia and france to build a state-of-the-art weapons industry. 	unger stated brazil's new national defense plan calls for establishing partnerships with countries including russia and france to build a state-of-the-art weapons industry.	3.8
1041	020d8e2f517b236cc62039ead	A bird holding on to a metal gate.	A multi-colored bird clings to a wire fence.	3.2
6749	c8a9ecd9553dac776b25b8729	The technology-laced Nasdaq Composite Index .IXIC inched down 1 point, or 0.11 percent, to 1,650.	The broad Standard & Poor's 500 Index .SPX inched up 3 points, or 0.32 percent, to 970.	0.8
2720	757f3ce7066d5d799f3f4e998	They made a similar discovery in Houston on another aircraft, Dallas-based Southwest said in a statement.	The airline said a similar discovery was made on the plane in Houston.	3.4
7355	c3fb96a4622ba46baac8eaea6	A man is playing guitar.	A boy is talking to a giant dog.	0.0
6949	23342fd59003a5066cdd5e8b7	Two convicted killers and another inmate escaped from a state prison on a busy street Wednesday by cutting through a fence, a Corrections Department official said.	A convicted killer and two other inmates cut through two fences topped with razor wire and escaped from a state prison on a busy street.	3.5
692	f6595fce3f58ff75a9ce3d3f1	A man plays the keyboard with his nose.	The man is playing the piano with his nose.	4.4
146	486180f20e4834acc571937a3	An animal run in circles.	A squirrel runs in circles.	3.8
4674	3357a75ded62ffa03f4a34fe5	Nato troops kill two Afghan children	NATO strike kills 11 Afghan children	3.0
4987	f8ca109d566207062e887332b	Iraqi Bomb Attacks Kill At Least 13	Iraqi Car Bomb Near Church Kills At Least 14	3.0
3369	406799f0509ed11f5fc9f22b1	Arthur Benson, attorney for the case's plaintiff schoolchildren, said he will appeal.	An attorney for plaintiff schoolchildren said he plans to appeal.	3.667
3621	779940428ee9fc0f1fc99918d	amnesty international has published a report stating that an indian project to sell attack helicopters to myanmar threatens a european union arms embargo against myanmar. 	the amnesty international report was titled indian helicopters for myanmar: making a mockery of the eu arms embargo?	3.8
1784	a2fba9c4abf8274c2dd4d49b8	A black and white dog is running through a cow field.	A large black and white dog runs in the ocean water	2.2
81	2e8c969a9aab020b2b0ab5585	A dog is eating water melon.	A dog is eating a piece of watermelon.	4.25
6920	b0c23f003836f5e138e86b30d	Its former chief Mickey Robinson was fired for cause when he left in September, the company said.	Chief Executive Mickey Robinson was fired for cause in September, the company said last month.	4.4
4456	6a7a8dd33d13e8acb012be160	Hrithik Roshan, wife Sussanne part ways	Hrithik Roshan, Sussanne to divorce	4.4
4620	136a1550d334726c40e520b3d	Soccer-France to host Australia for first time in October	NRA official to face questions for first time since controversial remarks	0.0
3602	391c5439ab771c92e4674073e	the statement did not specify the quantity of warheads the missile is capable of carrying. 	the statement did not specify how many warheads the missile can carry.	5.0
5847	56ae2a5d6ed0f28aee297b8bf	A cat is pouncing on a trampoline.	A man is slicing a tomato.	0.0
3878	b689aedaa9b4d03480efdcc22	Israel kills Hamas commander, bombs Gaza targets	Israel airstrikes kill Hamas commander, 5 others	3.4
6652	559d125aff67515f6051e34e4	The important thing I try to remember is just to pay attention.	I have been reading on this topic since I have asked this question.	0.0
5239	419b1a806379c4db9b8cb015f	North Korea: experts call for dialogue ‚Äď and say China must play a part	North Korea cuts last ties with South by barring joint industrial park	0.8
1484	18718ab69e71bb87ddac08714	A close-up of a sheep in the grass.	A close-up of a lamb with its ear tagged, standing on grass.	1.8
858	b39fe45247aae08c6523798eb	A woman is seasoning a piece of meat.	A man is loading a rifle with bullets.	0.0
1906	4d4bb7586f0c01eabbd51b727	A white dog with red ears is running in the snow.	a wet black dog with a red collar is in the river	0.6
3968	f9fb83e357cf1d0e3c2ab7474	Santorum Romping To Minnesota Victory	Santorum wins Kansas caucuses	1.0
729	54e4368e9bec16e44f97b8d05	The boy played his trumpet.	A boy is playing the trumpet.	4.4
3482	368f2e1cdfef40760d812a936	the legislation is the most recent effort by japan to ascribe more freedom to its tightly controlled military and would overturn a ban on the military use of space. 	the legislation is the most recent effort by japan to ascribe more freedom to the tightly controlled military technically known as a self-defense force.	3.8
1243	b7db8b3deebc1f3b8b06fd475	Two birds flying towards water feeder.	Two birds flying near bird feeders.	3.6
7171	691a0fcda07e00d6d755192e8	One dead in US building collapse	Six killed in US building collapse	2.6
5303	a6378a926afe2eb3836efbc35	US seeks to reassure wary Gulf allies over Iran deal	Hagel seeks to reassure jittery Gulf allies after Iran deal	4.0
5114	651cb81f4317a7551e140b250	49 killed, 148 wounded in violent attacks in Iraq	2 killed, 11 wounded in attacks in Iraq	1.4
7678	9794e238083dba51f6c57b9e9	A man and a dog on rocks on a beach.	A man and dog on a rocky seashore.	4.6
6021	2ba00b055792d392bedaa39f9	A smiling woman holding a small baby.	Two smiling women holding a baby.	3.0
4319	296b2af872beaa1e2c18d32e9	US Election: Mitt Romney concedes defeat as Barack Obama wins second term	Romney concedes election to Obama in phone call	4.0
3026	9432f85f9bd224d294c20c00e	After Freitas' opening statement, King County Superior Court Judge Charles Mertel recessed trial until after the Thanksgiving weekend.	King County Superior Court Judge Charles Mertel will then recess the trial until Monday.	3.0
2781	d7c1b45add4df0ef316523d6d	There are now 37 active probable cases in the GTA, compared with 70 cases on June 6.	And, globally, the number of active probable cases has declined to 573.	1.5
3609	61f4d153910927948069c35fc	many of the attacks originated abroad. 	estonian officials stated that the attacks originated in russia.	1.8
5093	abe7c0818e0fb3dcf7c7742f6	Singapore shares open 0.31% higher on Monday	Singapore shares open lower on Monday	2.2
6903	958710c3f9d0369898f5fa515	The Winston-Salem, North Carolina company opened six stores during the quarter, bringing the total to 282.	Six new Krispy Kreme stores were opened in the first quarter, bringing the total number of stores to 282.	3.0
5825	6620405c801aca6d9b2704c6d	The man talked to a girl over the internet camera.	A teenager talks to a girl over a webcam.	2.8
5733	3b0a4f15029d63925243d362f	N. Korea agrees to talks with South	Johor crowns its fifth Sultan	0.0
6393	1aba60df1174904b87503a275	It indeed appears the Andromeda galaxy (M31) and The Milky Way (MW) are en route to a collision.	In a few billion years, the Milky Way and Andromeda will collide.	4.4
2497	238246f0990cb071e2a7d3a46	"And yes, Marilyn Monroe is definitely part of the story, titled ""Arthur Miller, Elia Kazan and the Blacklist: None Without Sin."""	"Note the subheading of this terrible parable in the ""American Masters"" series, ""Arthur Miller, Elia Kazan and the Blacklist: None Without Sin."""	2.6
61	d4c7832cf86587117c60c8597	A man chops down a tree with an axe.	A man cut a tree with an axe.	4.75
1694	1419f645be310fd349aa86148	The man is sitting at the top of a rocky mountain.	A person sticks their head out of a tent at the top of a mountain.	2.4
3264	75d5dbf351083c968fb483ac3	He left the army for Syria where he received religious training.	He moved to Syria, where he underwent further religious training in traditional Islamic beliefs.	3.0
7038	a1979ac7bc4c2b98699bdd2d4	Israeli PM makes case on Iran to US voters	Israel blames Iran for attacks on its diplomats	1.2
8605	f115dfde741d5d1481bc42606	Pak religious body endorses underage marriage	CII endorses underage marriage	3.0
264	914cc0b733bd243f4a73bfeb4	A man is slicing a potato.	A woman is cutting a jalepeno.	1.4
6132	4b1153354beba985e7ff392a0	Two girls in blue and teal dresses and large hats are standing next to a large tree trunk.	A woman, a little boy, and a tiny baby are standing in front of a cow statue.	1.2
5023	4ffa34f70bfd74b4595173b72	Nelson Mandela dies aged 95	Nelson Mandela Dies at Age 95	5.0
3679	f48ad39642adfca0621a4183c	the 5 permanent united nations security council members are britain, china, france, russia and the united states. 	p5+1 members are britain, china, france, russia, germany and the united states.	3.6
6211	0afeb62350f8da1dbc67af007	A group of people in boats racing towards the shore.	A group of people stand together and pose in front of a house.	0.8
53	bc300cb4e9b0f7b627555a5f3	A dog licks a baby.	A dog is licking a baby.	4.75
833	5965b52e0decd98c8b65379dc	A man is taking out the insides of a green pepper.	Someone is removing the seeds from a bell pepper.	4.0
7934	3fcd818a74c18f31b187ef62d	It very much depends on the grant in question.	I think it depends very much on the area.	2.0
2200	c587ca900f31958761729f730	She was a great lady.	She was a nice lady.	4.0
694	aef1ec441bce99d8377c168dc	A animal is eating.	The animal is hopping.	0.4
7682	7e7af1f16e86d1a4c4dd97fd9	A light brown dog runs down a path happily.	A pale dog runs down a path.	3.4
3764	90507bd8fb6ec5bd59f5097aa	Knesset speaker: Obama reelection bad for Israel	7 states sue over Obama administration's birth control rule	0.4
5445	4a7df8d8caf30b89210ad1765	Iranian nuclear talks to be extended to November	Iran nuclear talks extended to November 24	4.4
2288	96a8595a82951ba123ffaf4e6	He had no intention of apprehending him.	- I didnt say he planned on apprehending him.	2.4
7644	3d6e41a546e6ebb9d36b5b7da	A man and a woman are standing in front of a building	Two girls are sitting on an ATV on the sand in front of a bridge.	0.4
5292	f55537d2acbd4ba8885d729aa	Obama to meet privately with family of Nelson Mandela	Obama to meet with Mandela family	4.6
5131	0ceb830e3a88d490c0a147010	Today in History, Dec. 2	Today in History, April 23	1.8
4005	2f4078d5752ed7cfc5ea4faaf	FACTBOX-Security developments in Iraq, February 1	FACTBOX-Security developments in Pakistan, March 13	1.6
7833	edf3746ab72b0b709873ca494	The lady looks sad because no one is buying her wares.	The lady is selling things.	2.0
4871	324859f732621af203f3c36ab	French forces take key Mali town	French forces seize key town	3.8
1051	816ea99e0c4dcb71452c01623	Black and white photo of couch with purse at one end.	a black and white photo of a cow under a tree.	0.0
2524	69e52eec1012b9a96c107594f	Pines said he would convene the relevant party bodies within 10 days to discuss whether new elections would be held or whether a temporary leader would be appointed.	Mitzna and party secretary Ophir Pines agreed to convene party organizations within 10 days to discuss whether new primaries would be held or a temporary leader appointed.	3.6
4194	e61b40b2aa9a2857cce96a6dd	Officials: Romney to get Secret Service protection	Obama addresses Secret Service scandal	0.6
974	52981cdf6f4b33080d819b261	The lady put the dried noodles in the hot water to cook.	A woman places a container of noodles in a pan of water.	4.333
7429	edfd67b6590e9c2d76cb12307	A woman is exercising.	A man is dancing.	0.25
5649	aa601ade7da60028539fb315c	Pope calls for action on climate change in draft encyclical	Pope urges action on climate change in draft encyclical	5.0
535	dee532f115d1e611f6f1695be	The man is playing the guitar.	A man is playing guitar.	5.0
5970	70b29569492461f4ec9e5a685	A woman is riding a horse on the beach.	A woman is washing a bowl.	0.2
7938	cfd8cb513c8587cf0fe6df83b	I don't think it makes any tremendous difference.	I don't think it makes much difference.	4.0
1343	eb4a47e69dd42bc1cf649b3fa	A man on the back seat of a red tandem bicycle.	A man is alone on the back of a tandem bicycle.	3.6
4553	5bd5c1213bb64741e695cfc18	US Troops Killed in Afghan Insider Attack	NATO troops killed in Afghan 'insider attack'	3.8
222	6f326e553dd7b1b6617ed0075	A man is playing the guitar.	A man plays an acoustic guitar.	3.75
6528	0734555d2b382cd1c9ea552d2	As you can see from this map on the Wals.info site, there are many.	This is an example I always find is helpful for first year.	0.6
1040	6ad08db4247af9aa7aa4f75f6	A smiling woman with a beer sitting outside with another smiling woman.	Two women sitting outside laughing.	3.2
1568	8706986f7a85d8277dc1f4079	A little girl holds a wooden stick.	A little girl swimming in a pool.	2.2
5720	a58bf33755defe48d10915ba8	South Korea regrets North's refusal of talks	South Korea reports 14th Mers death, 12 new cases	1.0
7198	7dfd1f574ff23f9ee8fb808eb	Chinese, Russian FMs exchange opinions on Ukraine crisis	Chinese president arrives in Argentina for state visit	0.2
2410	dcbf8c64ccceb8bb9cc41aef3	It wouldn't stop joke marriages.	And I don't fight for marriage.	1.2
7496	b0cf92629d8375c87de23fb6b	A person dices up an orange pepper.	The cook is slicing bell peppers.	1.8
4531	d8135617a61379c3bc48d223b	37 killed in bus crash in Italy	12 killed in bus accident in Pakistan	1.2
4455	d96fa6aa65c0e41c284ecc87d	Five convicted in Kosovo organ trafficking case	Kosovo: 3 get jail time in organ trafficking case	2.8
1649	35871bad9178c93534322ea31	A man in a black leather jacket is sleeping in a subway car.	A man in a black leather jacket falls asleep on public transportation.	4.6
459	058cc1707a5dc870f89be8222	A small monkey walks through water.	A monkey is wading across a marsh.	3.4
1176	6967b0776ac8bf458a270b562	A sheep stands on a hillside.	A large sheep standing on a hill.	4.0
2971	a55202e9df76372dcda53f740	The military said it had killed 12 rebels and captured nine in the campaign so far, for the loss of six soldiers wounded.	The military said it had killed 16 rebels and captured nine in the campaign so far, with one soldier killed and six wounded.	3.0
1814	0667d307d79756d44670fd536	The boy is looking up at the girl as another girl ignores them.	the boy is diving into the pool as the couple watch.	0.2
5259	725378512ea887fee0653ee06	India starts voting in world's largest election	India voters kick off world‚Äôs biggest election	5.0
2451	4dbbffc08a35a16bbcfb2ca22	"SEC Chairman William Donaldson said there is a ""building confidence out there that the cop is on the beat."""	"""I think there's a building confidence that the cop is on the beat."""	3.4
7681	8145555a35728f5e7b945803b	Two people are in bed.	Two boxers are in the ring.	0.0
6933	ceb395bb14802295a649aaf8a	Roy Moore, the suspended chief justice of the Alabama Supreme Court, stood accused but unrepentant Wednesday in the same courtroom he recently presided over.	Moore, the suspended chief justice of the Alabama Supreme Court, stands trial before the Alabama Court of the Judiciary.	3.8
8483	8633cac4082ff2064d2214300	N Korea postpones family reunions	North Korea postpones war-torn family unions	3.8
4405	1f88305818c56e89ce245a92b	&gt;Cuba's Castro assumes CELAC presidency	Cuba's Castro to Take Over CELAC Presidency	5.0
4626	d06ed483d8139a0bfca921374	Asian markets gain on upbeat US economic data	Asian markets lifted by positive US, China data	3.4
2819	9e2b45dc046e07a387b0eecb3	"""We have found the smoking gun,"" investigating board member Scott Hubbard said."	"""We have found the smoking gun,"" said Hubbard, director of NASA's Ames Research Center in California."	3.6
313	099773dca1e59df64effcd2b5	A monkey pulls the tail of a dog.	A monkey is teasing a dog at the zoo.	2.8
3252	bd893fb2ecf0822cd6c2d5ff1	Shares of Littleton, Colorado-based EchoStar rose $1.63, or 5.3 percent, to $32.26 at 10:55 a.m.	On Monday, EchoStar (DISH: news, chart, profile) shares shrank $1.40, or 4.4 percent, to $30.63.	2.0
7160	120d03d927a79cce2e0ff3fbf	Michelle Obama To Star In Parks And Recreation	Michelle Obama to appear on 'Parks and Recreation'	4.6
471	690e15d893efb2b05b001bbd0	A baby is crawling happily.	A baby sneezed and scared another baby.	1.2
1440	7a429e3b2070aeb8849af4835	A bird is flapping its wings in the water.	A black swan flapping its wings on the water.	3.6
2202	f514a83e37e10181e5a73b7cd	Not as irritated as you.	You seem as irritated as Henry.	1.75
4529	f12631d1c99bae6d7671e5b28	Britain shuts down plants as horse meat scandal reaches France	EU ministers 'determined' to resolve horsemeat scandal	3.0
5106	cb1c15ccfd7c3824a0ae1f2a4	Egypt strongly opposes military action against Syria	Reactions to the prospect of military action against Syria	1.6
3613	750f88749d4f5c8ae3596a068	russia already participates in the european space agency's 	france is a leader in the european space agency.	1.2
8169	3679889279d1656f77d7f24c4	Knox County Health Department is following national Centers for Disease Control and Prevention Protocol to contain infection.	The health department spokesperson added the department is following Centers for Disease Control protocol.	3.0
6430	2d8e60491f9dae4ef25955449	I've never adjusted the length of time based on number of eggs.	I don't boil eggs enough to keep a feel for the timing...	3.0
3009	d2ab3d94e376e9d6a43bcdc98	The latest snapshot of the labor markets was slightly better than economists were expecting; they were forecasting claims to fall no lower than 410,000 for last week.	Despite problems in the job market, the latest snapshot of the labor markets was slightly better than economists were expecting.	3.4
456	33e83e9bc6ad73136baf59328	A boy is crawling into a dog house.	A cat is playing on the floor.	0.0
6982	7d4dc24a0b424854198496633	Kaichen appeared Wednesday in federal court on two bank robbery charges.	She appeared in federal court Wednesday, but did not enter a plea.	3.0
3460	f598210558e311461690fd7e3	the united states government and other nato members have refused to ratify the amended treaty until officials in moscow withdraw troops from the former soviet republics of moldova and georgia. 	the united states and other nato members have refused ratify the amended treaty until russia completely withdraws from moldova and georgia.	4.6
8005	f453d0a2970ffd92828542686	There's not a lot you can do about that.	I really do not think there is much you can do about that.	5.0
7220	8f9c2bc6c19b3a7c1e222912f	House blaze kills 7 in northern Pakistan	US drone strike kills 8 in NW Pakistan	1.4
5711	5c52bf47f5ebd47863bb00015	Oscar Pistorius sentenced to 5 years in prison	'Bookkeeper of Auschwitz' Sentenced to Four Years in Prison	0.0
8562	e922d565afa634fe51897d314	Iran, sextet to resume expert talks	Iran upbeat on 'useful' expert-level nuke talks	1.6
1333	42880b48d978120e4046c5685	A group of people sitting at a restaurant table.	Group of people sitting at table of restaurant.	4.6
6109	5a26a9ad0c89956857f7fb561	An elderly woman catches a ride on the back of the bicycle.	The boats are on the water located in front of the mountain.	0.0
1007	696c6cdc18237db6e9708a51f	A close-up of a brown horse's head.	A side view of a horse's head.	3.4
5348	82d677ddc99facf14c572202a	Fallen US firefighters brought home	Wall Street ends slightly lower	0.2
5828	2baae9b451d687d96b62090ba	Five kittens are eating out of five dishes.	Kittens are eating food on trays.	2.75
3133	692a60d203904cc5df6c6480a	The technology-laced Nasdaq Composite Index .IXIC rose 17.26 points, or 1.06 percent, to 1,640.06, based on the latest data.	The broader Standard & Poor's 500 Index <.SPX> gained 5.51 points, or 0.56 percent, to 981.73.	1.0
4483	6658c9d54288dbcc984cc067c	Ryanair reports record profits but warns growth likely to slow this year	Stansted: Ryanair reports 13% rise in annual profits but warns of slower growth this year	3.4
8043	980bc21f29c695543bc28d68e	In the first case, I think you don't need it.	So I don't think you need to put it on the cover.	1.0
6284	3e21255b5f84b306884674cdc	Two kids are playing a game of Foosball.	The kids are playing a game with each other.	3.4
4796	ec906cc77c726b9892e048c7d	No deal on fiscal cliff as Obama goes on holiday	John Boehner: from humble origin, fiscal cliff may be his undoing	1.0
1187	573793065cb61899560c141a2	Room with several computer monitors.	A room with four computer monitors in a row.	4.0
2204	9435532fcd5517c48784d6fc1	You already did that - we have a Muslim in office right now.	-CryptoLutheran No. We have a Christian in office right now.	0.8
3914	512fc13864be02db9923da41e	Mubarak faces verdict in murder trial	Mubarak's sons face new charges of insider trading	1.4
1374	fef8b8eaab221c51492548b29	A lone cow sits in the cold of the yard.	a black and white cow standing in the field.	1.8
888	38403e3f3bde1f3784e86bf37	A woman feeds an animal by hand.	The women are feeding the animal.	3.0
2678	b12d54ec9d7243855f09e92cc	Two of the Britons, Sandy Mitchell from Glasgow and Glasgow-born William Sampson, face the death penalty.	Sandy Mitchell, 44, from Kirkintilloch, Glasgow, and William Sampson, a British citizen born in Glasgow, face beheading in public.	3.25
4580	94b1fe9fda352e4df18c64b8e	More French soldiers to Central African Republic	Gun battles in Central African capital create fresh panic	2.0
4346	8aacac71e681353a4001dcd8d	Barrick in talks with China firm over African assets	Obama aide holds talks in China after Syria veto	1.2
2698	dfd629c3a2ec92c9d6e40aebb	Graham, a presidential candidate, was criticized by several Republicans as ''politicizing'' the report.	Graham, who co-chaired the inquiry, is a presidential candidate.	2.25
5559	93a400cc00ac976d27cfd65e3	Uganda's president signs anti-gay bill	Uganda's president signs harsh anti-gay law	4.0
41	d858ffbf3cd96269074f2c7ad	A woman is playing an electric guitar.	A woman is playing a guitar.	3.6
6332	b049521a5886711b67e100ad9	A doctor prescribes medicine to a patient.	A doctor prescribes a medicine.	4.4
5427	e16102e583a3967f4e15bb6a1	Two arrests made after protest against Nigel Farage	Kerry vows progress after latest intensive Mideast trip	0.0
2875	296ec4a21ebf38b0ad4c896c8	Labor Department analysts think the payroll statistics from the survey of businesses provide a more accurate picture of the economy because the survey figures are based on a larger sample.	The analysts said they believe the payroll statistics provide a more accurate picture of the economy because they are based on a larger sample.	4.0
2891	35167cdfe2859ca0d2dc9b395	But she didn't say whether she'll certify the two-year $117.4 billion budget for 2004-05.	She said she didn't know yet whether she would certify the budget.	3.167
2349	266b32b5ae4f4263327a374aa	do you have anything to make it less compelling or not?	Do you have anything to make it more compelling?	2.4
6398	8755530fbff2d7eaebc3f45a6	All of these effects are related to the 11 year solar cycle.	I will be specific to answering the part regarding the prediction of solar flares.	0.8
2722	13559f041fa27ae2a88aeeefc	With the power back on, state workers headed back to their jobs Friday morning.	Pataki said if power was restored, state workers would be back on the job Friday morning.	2.6
